state,year,week,week_cases,m_accum,f_accum
Morelos,2016,51,0,4,3
Nayarit,2016,51,0,0,0
Nuevo León,2016,51,0,4,4
Oaxaca,2016,51,0,0,0
Puebla,2016,51,0,0,0
Querétaro,2016,51,0,0,0
Quintana Roo,2016,51,0,0,0
San Luis Potosí,2016,51,0,0,0
Sinaloa,2016,51,0,0,7
Sonora,2016,51,0,17,18
Tabasco,2016,51,0,0,0
Tamaulipas,2016,51,0,2,1
Tlaxcala,2016,51,0,0,0
Veracruz,2016,51,0,1,3
Yucatán,2016,51,0,0,0
Zacatecas,2016,51,0,0,0
