state,year,week,week_cases,m_accum,f_accum,cases_accum
Guerrero,2016,39,,,,
Hidalgo,2016,39,,,,
Jalisco,2016,39,,1.0,2.0,
México,2016,39,,,,
Michoacán,2016,39,,1.0,1.0,
Morelos,2016,39,,4.0,3.0,
Nayarit,2016,39,,,,
Nuevo León,2016,39,,4.0,4.0,
Oaxaca,2016,39,,,,
Puebla,2016,39,,,,
Querétaro,2016,39,,,,
Quintana Roo,2016,39,,,,
San Luis Potosí,2016,39,,,,
Sinaloa,2016,39,,,7.0,
Sonora,2016,39,,8.0,8.0,
Tabasco,2016,39,,,,
Tamaulipas,2016,39,,2.0,1.0,
Tlaxcala,2016,39,,,,
Veracruz,2016,39,,1.0,3.0,
Yucatán,2016,39,,,,
Zacatecas,2016,39,,,,
Aguascalientes,2016,40,,,,
Baja California,2016,40,,1.0,3.0,
Baja California Sur,2016,40,,,1.0,
Campeche,2016,40,,1.0,,
Coahuila,2016,40,,2.0,,
Colima,2016,40,,,,
Chiapas,2016,40,,1.0,,
Chihuahua,2016,40,,3.0,1.0,
Ciudad de México,2016,40,,,,
Durango,2016,40,,,,
Guanajuato,2016,40,,,,
Guerrero,2016,40,,,,
Hidalgo,2016,40,,,,
Jalisco,2016,40,,1.0,2.0,
México,2016,40,,,,
Michoacán,2016,40,,1.0,1.0,
Morelos,2016,40,,4.0,3.0,
Nayarit,2016,40,,,,
Nuevo León,2016,40,,4.0,4.0,
Oaxaca,2016,40,,,,
Puebla,2016,40,,,,
Querétaro,2016,40,,,,
Quintana Roo,2016,40,,,,
San Luis Potosí,2016,40,,,,
Sinaloa,2016,40,,,7.0,
Sonora,2016,40,,8.0,8.0,
Tabasco,2016,40,,,,
Tamaulipas,2016,40,,2.0,1.0,
Tlaxcala,2016,40,,,,
Veracruz,2016,40,,1.0,3.0,
Yucatán,2016,40,,,,
Zacatecas,2016,40,,,,
Aguascalientes,2016,41,,,,
Baja California,2016,41,,1.0,3.0,
Baja California Sur,2016,41,,,1.0,
Campeche,2016,41,,1.0,,
Coahuila,2016,41,,2.0,,
Colima,2016,41,,,,
Chiapas,2016,41,,1.0,,
Chihuahua,2016,41,,3.0,1.0,
Ciudad de México,2016,41,,,,
Durango,2016,41,,,,
Guanajuato,2016,41,,,,
Guerrero,2016,41,,,,
Hidalgo,2016,41,,,,
Jalisco,2016,41,,1.0,2.0,
México,2016,41,,,,
Michoacán,2016,41,,1.0,1.0,
Morelos,2016,41,,4.0,3.0,
Nayarit,2016,41,,,,
Nuevo León,2016,41,,4.0,4.0,
Oaxaca,2016,41,,,,
Puebla,2016,41,,,,
Querétaro,2016,41,,,,
Quintana Roo,2016,41,,,,
San Luis Potosí,2016,41,,,,
Sinaloa,2016,41,,,7.0,
Sonora,2016,41,,8.0,8.0,
Tabasco,2016,41,,,,
Tamaulipas,2016,41,,2.0,1.0,
Tlaxcala,2016,41,,,,
Veracruz,2016,41,,1.0,3.0,
Yucatán,2016,41,,,,
Zacatecas,2016,41,,,,
Aguascalientes,2016,42,,,,
Baja California,2016,42,,1.0,3.0,
Baja California Sur,2016,42,,,1.0,
Campeche,2016,42,,1.0,,
Coahuila,2016,42,,2.0,,
Colima,2016,42,,,,
Chiapas,2016,42,,1.0,,
Chihuahua,2016,42,,3.0,1.0,
Ciudad de México,2016,42,,,,
Durango,2016,42,,,,
Guanajuato,2016,42,,,,
Guerrero,2016,42,,,,
Hidalgo,2016,42,,,,
Jalisco,2016,42,,1.0,2.0,
México,2016,42,,,,
Michoacán,2016,42,,1.0,1.0,
Morelos,2016,42,,4.0,3.0,
Nayarit,2016,42,,,,
Nuevo León,2016,42,,4.0,4.0,
Oaxaca,2016,42,,,,
Puebla,2016,42,,,,
Querétaro,2016,42,,,,
Quintana Roo,2016,42,,,,
San Luis Potosí,2016,42,,,,
Sinaloa,2016,42,,,7.0,
Sonora,2016,42,,8.0,8.0,
Tabasco,2016,42,,,,
Tamaulipas,2016,42,,2.0,1.0,
Tlaxcala,2016,42,,,,
Veracruz,2016,42,,1.0,3.0,
Yucatán,2016,42,,,,
Zacatecas,2016,42,,,,
Aguascalientes,2016,43,,,,
Baja California,2016,43,,1.0,3.0,
Baja California Sur,2016,43,,,1.0,
Campeche,2016,43,,1.0,,
Coahuila,2016,43,,2.0,,
Colima,2016,43,,,,
Chiapas,2016,43,,1.0,,
Chihuahua,2016,43,,3.0,1.0,
Ciudad de México,2016,43,,,,
Durango,2016,43,,,,
Guanajuato,2016,43,,,,
Guerrero,2016,43,,,,
Hidalgo,2016,43,,,,
Jalisco,2016,43,,1.0,2.0,
México,2016,43,,,,
Michoacán,2016,43,,1.0,1.0,
Morelos,2016,43,,4.0,3.0,
Nayarit,2016,43,,,,
Nuevo León,2016,43,,4.0,4.0,
Oaxaca,2016,43,,,,
Puebla,2016,43,,,,
Querétaro,2016,43,,,,
Quintana Roo,2016,43,,,,
San Luis Potosí,2016,43,,,,
Sinaloa,2016,43,,,7.0,
Sonora,2016,43,,8.0,8.0,
Tabasco,2016,43,,,,
Tamaulipas,2016,43,,2.0,1.0,
Tlaxcala,2016,43,,,,
Veracruz,2016,43,,1.0,3.0,
Yucatán,2016,43,,,,
Zacatecas,2016,43,,,,
Aguascalientes,2016,44,,,,
Baja California,2016,44,,1.0,3.0,
Baja California Sur,2016,44,,,1.0,
Campeche,2016,44,,1.0,,
Coahuila,2016,44,,2.0,,
Colima,2016,44,,,,
Chiapas,2016,44,,1.0,,
Chihuahua,2016,44,,3.0,1.0,
Ciudad de México,2016,44,,,,
Durango,2016,44,,,,
Guanajuato,2016,44,,,,
Guerrero,2016,44,,,,
Hidalgo,2016,44,,,,
Jalisco,2016,44,,1.0,2.0,
México,2016,44,,,,
Michoacán,2016,44,,1.0,1.0,
Morelos,2016,44,,4.0,3.0,
Nayarit,2016,44,,,,
Nuevo León,2016,44,,4.0,4.0,
Oaxaca,2016,44,,,,
Puebla,2016,44,,,,
Querétaro,2016,44,,,,
Quintana Roo,2016,44,,,,
San Luis Potosí,2016,44,,,,
Sinaloa,2016,44,,,7.0,
Sonora,2016,44,,8.0,8.0,
Tabasco,2016,44,,,,
Tamaulipas,2016,44,,2.0,1.0,
Tlaxcala,2016,44,,,,
Veracruz,2016,44,,1.0,3.0,
Yucatán,2016,44,,,,
Zacatecas,2016,44,,,,
Aguascalientes,2016,45,,,,
Baja California,2016,45,,1.0,3.0,
Baja California Sur,2016,45,,,1.0,
Campeche,2016,45,,1.0,,
Coahuila,2016,45,,2.0,,
Colima,2016,45,,,,
Chiapas,2016,45,,1.0,,
Chihuahua,2016,45,,3.0,1.0,
Ciudad de México,2016,45,,,,
Durango,2016,45,,,,
Guanajuato,2016,45,,,,
Guerrero,2016,45,,,,
Hidalgo,2016,45,,,,
Jalisco,2016,45,,1.0,2.0,
México,2016,45,,,,
Michoacán,2016,45,,1.0,1.0,
Morelos,2016,45,,4.0,3.0,
Nayarit,2016,45,,,,
Nuevo León,2016,45,,4.0,4.0,
Oaxaca,2016,45,,,,
Puebla,2016,45,,,,
Querétaro,2016,45,,,,
Quintana Roo,2016,45,,,,
San Luis Potosí,2016,45,,,,
Sinaloa,2016,45,,,7.0,
Sonora,2016,45,10.0,14.0,12.0,
Tabasco,2016,45,,,,
Tamaulipas,2016,45,,2.0,1.0,
Tlaxcala,2016,45,,,,
Veracruz,2016,45,,1.0,3.0,
Yucatán,2016,45,,,,
Zacatecas,2016,45,,,,
Aguascalientes,2016,46,,,,
Baja California,2016,46,,1.0,3.0,
Baja California Sur,2016,46,,,1.0,
Campeche,2016,46,,1.0,,
Coahuila,2016,46,,2.0,,
Colima,2016,46,,,,
Chiapas,2016,46,,1.0,,
Chihuahua,2016,46,,3.0,1.0,
Ciudad de México,2016,46,,,,
Durango,2016,46,,,,
Guanajuato,2016,46,,,,
Guerrero,2016,46,,,,
Hidalgo,2016,46,,,,
Jalisco,2016,46,,1.0,2.0,
México,2016,46,,,,
Michoacán,2016,46,,1.0,1.0,
Morelos,2016,46,,4.0,3.0,
Nayarit,2016,46,,,,
Nuevo León,2016,46,,4.0,4.0,
Oaxaca,2016,46,,,,
Puebla,2016,46,,,,
Querétaro,2016,46,,,,
Quintana Roo,2016,46,,,,
San Luis Potosí,2016,46,,,,
Sinaloa,2016,46,,,7.0,
Sonora,2016,46,9.0,17.0,18.0,
Tabasco,2016,46,,,,
Tamaulipas,2016,46,,2.0,1.0,
Tlaxcala,2016,46,,,,
Veracruz,2016,46,,1.0,3.0,
Yucatán,2016,46,,,,
Zacatecas,2016,46,,,,
Aguascalientes,2016,47,,,,
Baja California,2016,47,,1.0,3.0,
Baja California Sur,2016,47,,,1.0,
Campeche,2016,47,,1.0,,
Coahuila,2016,47,,2.0,,
Colima,2016,47,,,,
Chiapas,2016,47,,1.0,,
Chihuahua,2016,47,,3.0,1.0,
Ciudad de México,2016,47,,,,
Durango,2016,47,,,,
Guanajuato,2016,47,,,,
Guerrero,2016,47,,,,
Hidalgo,2016,47,,,,
Jalisco,2016,47,,1.0,2.0,
México,2016,47,,,,
Michoacán,2016,47,,1.0,1.0,
Morelos,2016,47,,4.0,3.0,
Nayarit,2016,47,,,,
Nuevo León,2016,47,,4.0,4.0,
Oaxaca,2016,47,,,,
Puebla,2016,47,,,,
Querétaro,2016,47,,,,
Quintana Roo,2016,47,,,,
San Luis Potosí,2016,47,,,,
Sinaloa,2016,47,,,7.0,
Sonora,2016,47,,17.0,18.0,
Tabasco,2016,47,,,,
Tamaulipas,2016,47,,2.0,1.0,
Tlaxcala,2016,47,,,,
Veracruz,2016,47,,1.0,3.0,
Yucatán,2016,47,,,,
Zacatecas,2016,47,,,,
Aguascalientes,2016,48,,,,
Baja California,2016,48,,1.0,3.0,
Baja California Sur,2016,48,,,1.0,
Campeche,2016,48,,1.0,,
Coahuila,2016,48,,2.0,,
Colima,2016,48,,,,
Chiapas,2016,48,,1.0,,
Chihuahua,2016,48,,3.0,1.0,
Ciudad de México,2016,48,,,,
Durango,2016,48,,,,
Guanajuato,2016,48,,,,
Guerrero,2016,48,,,,
Hidalgo,2016,48,,,,
Jalisco,2016,48,,1.0,2.0,
México,2016,48,,,,
Michoacán,2016,48,,1.0,1.0,
Morelos,2016,48,,4.0,3.0,
Nayarit,2016,48,,,,
Nuevo León,2016,48,,4.0,4.0,
Oaxaca,2016,48,,,,
Puebla,2016,48,,,,
Querétaro,2016,48,,,,
Quintana Roo,2016,48,,,,
San Luis Potosí,2016,48,,,,
Sinaloa,2016,48,,,7.0,
Sonora,2016,48,,17.0,18.0,
Tabasco,2016,48,,,,
Tamaulipas,2016,48,,2.0,1.0,
Tlaxcala,2016,48,,,,
Veracruz,2016,48,,1.0,3.0,
Yucatán,2016,48,,,,
Zacatecas,2016,48,,,,
Aguascalientes,2016,49,,,,
Baja California,2016,49,,1.0,3.0,
Baja California Sur,2016,49,,,1.0,
Campeche,2016,49,,1.0,,
Coahuila,2016,49,,2.0,,
Colima,2016,49,,,,
Chiapas,2016,49,,1.0,,
Chihuahua,2016,49,,3.0,1.0,
Ciudad de México,2016,49,,,,
Durango,2016,49,,,,
Guanajuato,2016,49,,,,
Guerrero,2016,49,,,,
Hidalgo,2016,49,,,,
Jalisco,2016,49,,1.0,2.0,
México,2016,49,,,,
Michoacán,2016,49,,1.0,1.0,
Morelos,2016,49,,4.0,3.0,
Nayarit,2016,49,,,,
Nuevo León,2016,49,,4.0,4.0,
Oaxaca,2016,49,,,,
Puebla,2016,49,,,,
Querétaro,2016,49,,,,
Quintana Roo,2016,49,,,,
San Luis Potosí,2016,49,,,,
Sinaloa,2016,49,,,7.0,
Sonora,2016,49,,17.0,18.0,
Tabasco,2016,49,,,,
Tamaulipas,2016,49,,2.0,1.0,
Tlaxcala,2016,49,,,,
Veracruz,2016,49,,1.0,3.0,
Yucatán,2016,49,,,,
Zacatecas,2016,49,,,,
Aguascalientes,2016,50,,,,
Baja California,2016,50,,1.0,3.0,
Baja California Sur,2016,50,,,1.0,
Campeche,2016,50,,1.0,,
Coahuila,2016,50,,2.0,,
Colima,2016,50,,,,
Chiapas,2016,50,,1.0,,
Chihuahua,2016,50,,3.0,1.0,
Ciudad de México,2016,50,,,,
Durango,2016,50,,,,
Guanajuato,2016,50,,,,
Guerrero,2016,50,,,,
Hidalgo,2016,50,,,,
Jalisco,2016,50,,1.0,2.0,
México,2016,50,,,,
Michoacán,2016,50,,1.0,1.0,
Morelos,2016,50,,4.0,3.0,
Nayarit,2016,50,,,,
Nuevo León,2016,50,,4.0,4.0,
Oaxaca,2016,50,,,,
Puebla,2016,50,,,,
Querétaro,2016,50,,,,
Quintana Roo,2016,50,,,,
San Luis Potosí,2016,50,,,,
Sinaloa,2016,50,,,7.0,
Sonora,2016,50,,17.0,18.0,
Tabasco,2016,50,,,,
Tamaulipas,2016,50,,2.0,1.0,
Tlaxcala,2016,50,,,,
Veracruz,2016,50,,1.0,3.0,
Yucatán,2016,50,,,,
Zacatecas,2016,50,,,,
Aguascalientes,2016,51,,,,
Baja California,2016,51,,1.0,3.0,
Baja California Sur,2016,51,,,1.0,
Campeche,2016,51,,1.0,,
Coahuila,2016,51,,2.0,,
Colima,2016,51,,,,
Chiapas,2016,51,,1.0,,
Chihuahua,2016,51,,3.0,1.0,
Ciudad de México,2016,51,,,,
Durango,2016,51,,,,
Guanajuato,2016,51,,,,
Guerrero,2016,51,,,,
Hidalgo,2016,51,,,,
Jalisco,2016,51,,1.0,2.0,
México,2016,51,,,,
Michoacán,2016,51,,1.0,1.0,
Morelos,2016,51,,4.0,3.0,
Nayarit,2016,51,,,,
Nuevo León,2016,51,,4.0,4.0,
Oaxaca,2016,51,,,,
Puebla,2016,51,,,,
Querétaro,2016,51,,,,
Quintana Roo,2016,51,,,,
San Luis Potosí,2016,51,,,,
Sinaloa,2016,51,,,7.0,
Sonora,2016,51,,17.0,18.0,
Tabasco,2016,51,,,,
Tamaulipas,2016,51,,2.0,1.0,
Tlaxcala,2016,51,,,,
Veracruz,2016,51,,1.0,3.0,
Yucatán,2016,51,,,,
Zacatecas,2016,51,,,,
Aguascalientes,2017,1,,,,
Baja California,2017,1,,,,
Baja California Sur,2017,1,,,,
Campeche,2017,1,,,,
Coahuila,2017,1,,,,
Colima,2017,1,,,,
Chiapas,2017,1,,,,
Chihuahua,2017,1,,,,
Ciudad de México,2017,1,,,,
Durango,2017,1,,,,
Guanajuato,2017,1,,,,
Guerrero,2017,1,,,,
Hidalgo,2017,1,,,,
Jalisco,2017,1,,,,
México,2017,1,,,,
Michoacán,2017,1,,,,
Morelos,2017,1,,,,
Nayarit,2017,1,,,,
Nuevo León,2017,1,,,,
Oaxaca,2017,1,,,,
Puebla,2017,1,,,,
Querétaro,2017,1,,,,
Quintana Roo,2017,1,,,,
San Luis Potosí,2017,1,,,,
Sinaloa,2017,1,,,,
Sonora,2017,1,,,,
Tabasco,2017,1,,,,
Tamaulipas,2017,1,,,,
Tlaxcala,2017,1,,,,
Veracruz,2017,1,,,,
Yucatán,2017,1,,,,
Zacatecas,2017,1,,,,
Aguascalientes,2017,2,,,,
Baja California,2017,2,,,,
Baja California Sur,2017,2,,,,
Campeche,2017,2,,,,
Coahuila,2017,2,,,,
Colima,2017,2,,,,
Chiapas,2017,2,,,,
Chihuahua,2017,2,,,,
Ciudad de México,2017,2,,,,
Durango,2017,2,,,,
Guanajuato,2017,2,,,,
Guerrero,2017,2,,,,
Hidalgo,2017,2,,,,
Jalisco,2017,2,,,,
México,2017,2,,,,
Michoacán,2017,2,,,,
Morelos,2017,2,,,,
Nayarit,2017,2,,,,
Nuevo León,2017,2,,,,
Oaxaca,2017,2,,,,
Puebla,2017,2,,,,
Querétaro,2017,2,,,,
Quintana Roo,2017,2,,,,
San Luis Potosí,2017,2,,,,
Sinaloa,2017,2,,,,
Sonora,2017,2,,,,
Tabasco,2017,2,,,,
Tamaulipas,2017,2,,,,
Tlaxcala,2017,2,,,,
Veracruz,2017,2,,,,
Yucatán,2017,2,,,,
Zacatecas,2017,2,,,,
Aguascalientes,2017,3,,,,
Baja California,2017,3,,,,
Baja California Sur,2017,3,,,,
Campeche,2017,3,,,,
Coahuila,2017,3,,,,
Colima,2017,3,,,,
Chiapas,2017,3,,,,
Chihuahua,2017,3,,,,
Ciudad de México,2017,3,,,,
Durango,2017,3,,,,
Guanajuato,2017,3,,,,
Guerrero,2017,3,,,,
Hidalgo,2017,3,,,,
Jalisco,2017,3,,,,
México,2017,3,,,,
Michoacán,2017,3,,,,
Morelos,2017,3,,,,
Nayarit,2017,3,,,,
Nuevo León,2017,3,,,,
Oaxaca,2017,3,,,,
Puebla,2017,3,,,,
Querétaro,2017,3,,,,
Quintana Roo,2017,3,,,,
San Luis Potosí,2017,3,,,,
Sinaloa,2017,3,,,,
Sonora,2017,3,,,,
Tabasco,2017,3,,,,
Tamaulipas,2017,3,,,,
Tlaxcala,2017,3,,,,
Veracruz,2017,3,,,,
Yucatán,2017,3,,,,
Zacatecas,2017,3,,,,
Aguascalientes,2017,4,,,,
Baja California,2017,4,,,,
Baja California Sur,2017,4,,,,
Campeche,2017,4,,,,
Coahuila,2017,4,,,,
Colima,2017,4,,,,
Chiapas,2017,4,,,,
Chihuahua,2017,4,,,,
Ciudad de México,2017,4,,,,
Durango,2017,4,,,,
Guanajuato,2017,4,,,,
Guerrero,2017,4,,,,
Hidalgo,2017,4,,,,
Jalisco,2017,4,,,,
México,2017,4,,,,
Michoacán,2017,4,,,,
Morelos,2017,4,,,,
Nayarit,2017,4,,,,
Nuevo León,2017,4,,,,
Oaxaca,2017,4,,,,
Puebla,2017,4,,,,
Querétaro,2017,4,,,,
Quintana Roo,2017,4,,,,
San Luis Potosí,2017,4,,,,
Sinaloa,2017,4,,,,
Sonora,2017,4,,,,
Tabasco,2017,4,,,,
Tamaulipas,2017,4,,,,
Tlaxcala,2017,4,,,,
Veracruz,2017,4,,,,
Yucatán,2017,4,,,,
Zacatecas,2017,4,,,,
Aguascalientes,2017,5,,,,
Baja California,2017,5,1.0,,1.0,
Baja California Sur,2017,5,,,,
Campeche,2017,5,,,,
Coahuila,2017,5,,,,
Colima,2017,5,,,,
Chiapas,2017,5,,,,
Chihuahua,2017,5,,,,
Ciudad de México,2017,5,,,,
Durango,2017,5,,,,
Guanajuato,2017,5,,,,
Guerrero,2017,5,,,,
Hidalgo,2017,5,,,,
Jalisco,2017,5,,,,
México,2017,5,,,,
Michoacán,2017,5,,,,
Morelos,2017,5,,,,
Nayarit,2017,5,,,,
Nuevo León,2017,5,,,,
Oaxaca,2017,5,,,,
Puebla,2017,5,,,,
Querétaro,2017,5,,,,
Quintana Roo,2017,5,,,,
San Luis Potosí,2017,5,,,,
Sinaloa,2017,5,,,,
Sonora,2017,5,,,,
Tabasco,2017,5,,,,
Tamaulipas,2017,5,,,,
Tlaxcala,2017,5,,,,
Veracruz,2017,5,,,,
Yucatán,2017,5,,,,
Zacatecas,2017,5,,,,
Aguascalientes,2017,6,,,,
Baja California,2017,6,,,1.0,
Baja California Sur,2017,6,,,,
Campeche,2017,6,,,,
Coahuila,2017,6,,,,
Colima,2017,6,,,,
Chiapas,2017,6,,,,
Chihuahua,2017,6,,,,
Ciudad de México,2017,6,,,,
Durango,2017,6,,,,
Guanajuato,2017,6,,,,
Guerrero,2017,6,,,,
Hidalgo,2017,6,,,,
Jalisco,2017,6,,,,
México,2017,6,,,,
Michoacán,2017,6,,,,
Morelos,2017,6,,,,
Nayarit,2017,6,,,,
Nuevo León,2017,6,,,,
Oaxaca,2017,6,,,,
Puebla,2017,6,,,,
Querétaro,2017,6,,,,
Quintana Roo,2017,6,,,,
San Luis Potosí,2017,6,,,,
Sinaloa,2017,6,,,,
Sonora,2017,6,,,,
Tabasco,2017,6,,,,
Tamaulipas,2017,6,,,,
Tlaxcala,2017,6,,,,
Veracruz,2017,6,,,,
Yucatán,2017,6,,,,
Zacatecas,2017,6,,,,
Aguascalientes,2017,7,,,,
Baja California,2017,7,,,1.0,
Baja California Sur,2017,7,,,,
Campeche,2017,7,,,,
Coahuila,2017,7,,,,
Colima,2017,7,,,,
Chiapas,2017,7,,,,
Chihuahua,2017,7,,,,
Ciudad de México,2017,7,,,,
Durango,2017,7,,,,
Guanajuato,2017,7,,,,
Guerrero,2017,7,,,,
Hidalgo,2017,7,,,,
Jalisco,2017,7,,,,
México,2017,7,,,,
Michoacán,2017,7,,,,
Morelos,2017,7,,,,
Nayarit,2017,7,,,,
Nuevo León,2017,7,,,,
Oaxaca,2017,7,,,,
Puebla,2017,7,,,,
Querétaro,2017,7,,,,
Quintana Roo,2017,7,,,,
San Luis Potosí,2017,7,,,,
Sinaloa,2017,7,,,,
Sonora,2017,7,,,,
Tabasco,2017,7,,,,
Tamaulipas,2017,7,,,,
Tlaxcala,2017,7,,,,
Veracruz,2017,7,,,,
Yucatán,2017,7,,,,
Zacatecas,2017,7,,,,
Aguascalientes,2017,8,,,,
Baja California,2017,8,,,1.0,
Baja California Sur,2017,8,,,,
Campeche,2017,8,,,,
Coahuila,2017,8,,,,
Colima,2017,8,,,,
Chiapas,2017,8,,,,
Chihuahua,2017,8,,,,
Ciudad de México,2017,8,,,,
Durango,2017,8,,,,
Guanajuato,2017,8,,,,
Guerrero,2017,8,,,,
Hidalgo,2017,8,,,,
Jalisco,2017,8,,,,
México,2017,8,,,,
Michoacán,2017,8,,,,
Morelos,2017,8,,,,
Nayarit,2017,8,,,,
Nuevo León,2017,8,,,,
Oaxaca,2017,8,,,,
Puebla,2017,8,,,,
Querétaro,2017,8,,,,
Quintana Roo,2017,8,,,,
San Luis Potosí,2017,8,,,,
Sinaloa,2017,8,,,,
Sonora,2017,8,,,,
Tabasco,2017,8,,,,
Tamaulipas,2017,8,,,,
Tlaxcala,2017,8,,,,
Veracruz,2017,8,,,,
Yucatán,2017,8,,,,
Zacatecas,2017,8,,,,
Aguascalientes,2017,9,,,,
Baja California,2017,9,,,1.0,
Baja California Sur,2017,9,,,,
Campeche,2017,9,,,,
Coahuila,2017,9,,,,
Colima,2017,9,,,,
Chiapas,2017,9,,,,
Chihuahua,2017,9,,,,
Ciudad de México,2017,9,,,,
Durango,2017,9,,,,
Guanajuato,2017,9,,,,
Guerrero,2017,9,,,,
Hidalgo,2017,9,,,,
Jalisco,2017,9,,,,
México,2017,9,,,,
Michoacán,2017,9,,,,
Morelos,2017,9,,,,
Nayarit,2017,9,,,,
Nuevo León,2017,9,,,,
Oaxaca,2017,9,,,,
Puebla,2017,9,,,,
Querétaro,2017,9,,,,
Quintana Roo,2017,9,,,,
San Luis Potosí,2017,9,,,,
Sinaloa,2017,9,,,,
Sonora,2017,9,1.0,1.0,,
Tabasco,2017,9,,,,
Tamaulipas,2017,9,,,,
Tlaxcala,2017,9,,,,
Veracruz,2017,9,,,,
Yucatán,2017,9,,,,
Zacatecas,2017,9,,,,
Aguascalientes,2017,10,,,,
Baja California,2017,10,,,1.0,
Baja California Sur,2017,10,,,,
Campeche,2017,10,,,,
Coahuila,2017,10,,,,
Colima,2017,10,,,,
Chiapas,2017,10,,,,
Chihuahua,2017,10,,,,
Ciudad de México,2017,10,,,,
Durango,2017,10,,,,
Guanajuato,2017,10,,,,
Guerrero,2017,10,,,,
Hidalgo,2017,10,,,,
Jalisco,2017,10,,,,
México,2017,10,,,,
Michoacán,2017,10,,,,
Morelos,2017,10,,,,
Nayarit,2017,10,,,,
Nuevo León,2017,10,,,,
Oaxaca,2017,10,,,,
Puebla,2017,10,,,,
Querétaro,2017,10,,,,
Quintana Roo,2017,10,,,,
San Luis Potosí,2017,10,,,,
Sinaloa,2017,10,,,,
Sonora,2017,10,,1.0,,
Tabasco,2017,10,,,,
Tamaulipas,2017,10,,,,
Tlaxcala,2017,10,,,,
Veracruz,2017,10,,,,
Yucatán,2017,10,,,,
Zacatecas,2017,10,,,,
Aguascalientes,2017,11,,,,
Baja California,2017,11,,,1.0,
Baja California Sur,2017,11,,,,
Campeche,2017,11,,,,
Coahuila,2017,11,,,,
Colima,2017,11,,,,
Chiapas,2017,11,,,,
Chihuahua,2017,11,1.0,,1.0,
Ciudad de México,2017,11,,,,
Durango,2017,11,,,,
Guanajuato,2017,11,,,,
Guerrero,2017,11,,,,
Hidalgo,2017,11,,,,
Jalisco,2017,11,,,,
México,2017,11,,,,
Michoacán,2017,11,,,,
Morelos,2017,11,,,,
Nayarit,2017,11,,,,
Nuevo León,2017,11,,,,
Oaxaca,2017,11,,,,
Puebla,2017,11,,,,
Querétaro,2017,11,,,,
Quintana Roo,2017,11,,,,
San Luis Potosí,2017,11,,,,
Sinaloa,2017,11,,,,
Sonora,2017,11,,1.0,,
Tabasco,2017,11,,,,
Tamaulipas,2017,11,,,,
Tlaxcala,2017,11,,,,
Veracruz,2017,11,,,,
Yucatán,2017,11,,,,
Zacatecas,2017,11,,,,
Aguascalientes,2017,12,,,,
Baja California,2017,12,,,1.0,
Baja California Sur,2017,12,,,,
Campeche,2017,12,,,,
Coahuila,2017,12,,,,
Colima,2017,12,,,,
Chiapas,2017,12,,,,
Chihuahua,2017,12,2.0,,3.0,
Ciudad de México,2017,12,,,,
Durango,2017,12,,,,
Guanajuato,2017,12,,,,
Guerrero,2017,12,,,,
Hidalgo,2017,12,,,,
Jalisco,2017,12,,,,
México,2017,12,,,,
Michoacán,2017,12,,,,
Morelos,2017,12,,,,
Nayarit,2017,12,,,,
Nuevo León,2017,12,,,,
Oaxaca,2017,12,,,,
Puebla,2017,12,,,,
Querétaro,2017,12,,,,
Quintana Roo,2017,12,,,,
San Luis Potosí,2017,12,,,,
Sinaloa,2017,12,,,,
Sonora,2017,12,,1.0,,
Tabasco,2017,12,,,,
Tamaulipas,2017,12,,,,
Tlaxcala,2017,12,,,,
Veracruz,2017,12,,,,
Yucatán,2017,12,,,,
Zacatecas,2017,12,,,,
Aguascalientes,2017,13,,,,
Baja California,2017,13,,,1.0,
Baja California Sur,2017,13,,,,
Campeche,2017,13,,,,
Coahuila,2017,13,,,,
Colima,2017,13,,,,
Chiapas,2017,13,,,,
Chihuahua,2017,13,,,3.0,
Ciudad de México,2017,13,,,,
Durango,2017,13,,,,
Guanajuato,2017,13,,,,
Guerrero,2017,13,,,,
Hidalgo,2017,13,,,,
Jalisco,2017,13,,,,
México,2017,13,,,,
Michoacán,2017,13,,,,
Morelos,2017,13,,,,
Nayarit,2017,13,,,,
Nuevo León,2017,13,,,,
Oaxaca,2017,13,,,,
Puebla,2017,13,,,,
Querétaro,2017,13,,,,
Quintana Roo,2017,13,,,,
San Luis Potosí,2017,13,,,,
Sinaloa,2017,13,,,,
Sonora,2017,13,,1.0,,
Tabasco,2017,13,,,,
Tamaulipas,2017,13,,,,
Tlaxcala,2017,13,,,,
Veracruz,2017,13,,,,
Yucatán,2017,13,,,,
Zacatecas,2017,13,,,,
Aguascalientes,2017,14,,,,
Baja California,2017,14,,,1.0,
Baja California Sur,2017,14,,,,
Campeche,2017,14,,,,
Coahuila,2017,14,,,,
Colima,2017,14,,,,
Chiapas,2017,14,,,,
Chihuahua,2017,14,,,3.0,
Ciudad de México,2017,14,,,,
Durango,2017,14,,,,
Guanajuato,2017,14,,,,
Guerrero,2017,14,,,,
Hidalgo,2017,14,,,,
Jalisco,2017,14,,,,
México,2017,14,,,,
Michoacán,2017,14,,,,
Morelos,2017,14,,,,
Nayarit,2017,14,,,,
Nuevo León,2017,14,,,,
Oaxaca,2017,14,,,,
Puebla,2017,14,,,,
Querétaro,2017,14,,,,
Quintana Roo,2017,14,,,,
San Luis Potosí,2017,14,,,,
Sinaloa,2017,14,,,,
Sonora,2017,14,1.0,2.0,,
Tabasco,2017,14,,,,
Tamaulipas,2017,14,,,,
Tlaxcala,2017,14,,,,
Veracruz,2017,14,,,,
